1719,1582547289,1F04E5,39.0,26.7,-1.0,108,1,0,0,1,1,0,0.000000,0.000000,0.000000,0.0
1720,1582547289,1F04E5,39.0,26.7,-1.0,107,1,0,0,1,1,0
1721,1582547290,1F2A79,39.0,26.7,-1.0,103,0,1,0,1,2,0
1722,1582547291,1F2A79,39.0,26.7,-1.0,102,0,1,0,1,2,0
1723,1582547293,1F2B65,39.0,29.4,-1.0,104,1,0,1,0,2,0
1724,1582547293,1F2B65,39.0,29.4,-1.0,104,1,0,1,0,2,0
1725,1582547294,1F2E50,39.0,26.7,-1.0,108,1,0,0,1,3,0
1726,1582547295,1F2E50,39.0,26.7,-1.0,108,1,0,0,1,3,0
1727,1582547296,6EC4A2,39.0,26.7,-1.0,100,1,0,1,0,3,0
1728,1582547296,6EC4A2,39.0,26.7,-1.0,100,1,0,1,0,3,0
1729,1582547297,1F0940,39.0,26.7,-1.0,110,0,1,1,1,2,0
1730,1582547298,1F0940,39.0,26.7,-1.0,110,0,1,1,1,2,0
1731,1582547300,1F182F,39.0,28.1,-1.0,93,0,1,1,0,2,0
1732,1582547300,1F182F,39.0,28.1,-1.0,93,0,1,1,0,2,0
1733,1582547301,1F2F32,39.0,26.7,-1.0,110,1,0,0,0,2,0
1734,1582547302,1F2F32,39.0,26.7,-1.0,110,1,0,0,0,2,0
1735,1582547303,1F04E5,39.0,26.7,-1.0,108,1,0,0,1,1,0
1736,1582547303,1F04E5,39.0,26.7,-1.0,109,1,0,0,1,1,0
1737,1582547304,1F2A79,39.0,26.7,-1.0,102,0,1,0,1,2,0
1738,1582547305,1F2A79,39.0,26.7,-1.0,103,0,1,0,1,2,0
1739,1582547306,1F2B65,39.0,29.4,-1.0,104,1,0,1,0,2,0
1740,1582547306,1F2B65,39.0,29.4,-1.0,104,1,0,1,0,2,0
1741,1582547311,1F2787,39.0,26.7,-1.0,105,1,0,0,0,1,0
1742,1582547311,1F2787,39.0,26.7,-1.0,105,1,0,0,0,1,0
1743,1582547314,1F182F,39.0,28.1,-1.0,93,0,1,1,0,2,0
1744,1582547314,1F182F,39.0,28.1,-1.0,94,0,1,1,0,2,0
1745,1582547315,1F2F32,39.0,26.7,-1.0,110,1,0,0,0,2,0
1746,1582547316,1F2F32,39.0,26.7,-1.0,110,1,0,0,0,2,0
1747,1582547316,1F1FE3,39.0,26.7,-1.0,92,1,0,0,0,3,0
1748,1582547317,1F1FE3,39.0,26.7,-1.0,93,1,0,0,0,3,0
